8.68691296e-08,1.56676699e-08
6.49154821e-06,1.29027192e-08
2.58062176e-05,2.03126875e-08
5.76832751e-05,5.97080223e-09
1.05242022e-04,2.36404911e-08
1.66505501e-04,1.58235378e-08
2.40461620e-04,2.12681551e-08
3.31756922e-04,3.24972632e-08
4.36161659e-04,2.20502336e-08
5.59849040e-04,2.60372251e-08
6.95953900e-04,1.03592309e-08
8.49790246e-04,2.27917281e-08
1.01954613e-03,1.43247806e-08
1.20321459e-03,2.11809072e-08
1.40535938e-03,1.45607664e-08
1.61062463e-03,1.21390551e-08
1.83067507e-03,1.18938992e-08
2.06201601e-03,2.19150125e-08
2.29582278e-03,1.43786927e-08
2.53529026e-03,1.30682393e-08
